order_id,customer_id,product_name,item_price,quantity,order_date
6fea1b91-ef0d-4642-85fb-e1eb7726866f,bc61d28b-75ab-46cb-a491-24883b11a22d,Laptop,897.04,3,2026-03-01 06:15:27.000000
b644b282-dbdc-458b-a183-83588f30e769,ae6b5c46-e321-497f-af09-7690a7e93605,Phone,1106.89,9,2026-02-06 02:06:24.000000
af70bea0-3c1f-4529-b514-b2b2fb02da08,6833d231-f106-496f-8436-3e5c2ce60dfe,Monitor,446.25,1,2026-01-13 08:08:41.000000
c3bab17e-966c-4315-9a0c-f3f9f42bb3ba,0a0bb1ea-1af4-43ca-ad47-58f6ffcf7fcd,Laptop,1351.04,7,2026-05-05 06:42:53.000000
80eda97c-13a3-4938-8b93-f93742290aa4,a2f71f69-ef5d-487f-b4df-c188490cc51b,Phone,1764.88,3,2026-06-01 18:41:40.000000
07e55e64-2e07-4888-8a7f-af3c240a4578,c8c22c43-aca1-4340-bda2-05d59d2069be,Keyboard,923.63,6,2026-05-10 12:32:55.000000
ad1db16f-4e72-4b4a-aec5-cf53a36c8e70,fef804d6-4b2c-442d-9dae-2f37b5527448,Camera,1207.07,9,2026-03-10 19:50:29.000000
59e5d70b-9241-45c5-a20f-970ad0fc6ffa,add3f68d-5c0c-4182-af85-9e0a968c3e34,Monitor,1790.99,5,2026-02-23 17:39:51.000000
262bfa26-cc4c-4d0b-abcc-b318b883fb83,afa0e304-0e2e-49fb-9f4c-8012e61634fb,Mouse,108.98,7,2026-03-27 10:10:43.000000
afcb3159-23c4-4bee-bff7-bfb24367d35f,4d02496d-256e-43c7-969d-77dc350be668,Monitor,310.97,4,2026-04-23 18:46:34.000000
cbff64ad-a3c5-40a6-8457-3e3a9fa0fd24,5b711abb-971f-4dd0-a626-1cce01cf01f5,Laptop,619.16,1,2026-05-21 09:28:38.000000
fcfe770d-99b9-4be8-9843-0b94e55279b1,553fbc29-4ddb-4e5e-a93b-01857e94764c,Headphones,107.36,6,2026-01-31 23:04:06.000000
3f08a319-872b-459b-b616-1016c7e83f0e,aeaa2cf1-e633-4ec3-9bd9-84bc20995a06,Keyboard,1645.46,10,2026-03-29 04:54:54.000000
604d56d4-145b-4201-82aa-d8bfd4dae558,f718675f-9ba1-4d4d-9fba-0fb6ba24c190,Headphones,399.5,8,2026-05-28 10:30:16.000000
6eeba494-62d3-4ccd-a88a-e7ccbab12b8f,11901f47-e27b-4890-a91b-a73fb7cec103,Keyboard,194.4,6,2026-04-06 14:30:21.000000
f4c9221f-bfbb-4b09-851c-1b970a34da3b,62160161-8983-40be-999d-ac53ca6efee4,Laptop,1694.87,5,2026-04-14 08:09:48.000000
9a3c980f-421c-4839-a672-22070fcf1e4c,e6d36542-c2ef-433a-acf6-be221a274ac9,Camera,1017.22,6,2026-03-21 13:23:06.000000
861a5325-cf38-43af-a3f6-d35504c987a3,52aee56f-df40-46b6-a36d-fa50d7c8731e,Monitor,610.74,7,2026-05-10 08:08:36.000000
7e0f369a-febc-4f92-b226-e2b781138e98,13e703a2-1e8b-4503-8c0b-2b282b3afcd4,Phone,1504.8,9,2026-03-07 08:23:02.000000
40180536-e3a8-4a2b-a21a-4728d2f61e09,9d8ab71c-5288-450b-862a-3d815338018b,Monitor,948.01,9,2026-01-10 08:09:30.000000
373aeef9-7ddc-4909-98de-9912fe727b29,927aec33-90b3-4ad6-ac53-12045d0ca075,Keyboard,933.88,8,2026-01-28 14:41:52.000000
ec64e30a-36eb-4335-be3a-bd3670a71229,f7768e7c-cc82-45f8-99cb-326cba466811,Camera,776.37,1,2026-05-01 18:01:48.000000
bbc5fc4f-a962-448d-a799-42e9b265c607,b6a92f44-4b5f-4d66-a076-0a08e2c561f7,Tablet,1054.07,8,2026-04-16 11:46:10.000000
613af67b-2a52-499b-91a2-23f101fc577b,da736bac-8692-4f7b-91bc-56f1f876508e,Camera,617.5,4,2026-02-14 11:04:31.000000
afe5799d-0188-451f-8d6b-eac9edbec52b,482de94a-d271-4ce8-bded-d68cb8164efc,Headphones,817.52,8,2026-03-29 08:19:27.000000
c00984de-6caf-4dde-9d4e-d5a67c38127e,8e9bc381-6c17-47b5-a572-886e4f5aaea1,Monitor,91.66,6,2026-05-15 10:58:53.000000
c1b99df2-ce72-4a0d-87db-b07ea793ca01,c973b57c-b35e-40bf-865a-f17f7f07aaa4,Monitor,1365.44,2,2026-04-29 04:42:43.000000
ec3bcbf0-7e19-44ea-94b4-f0526a81c81d,22c4f3c7-decd-4eda-b957-183febbe8b0d,Laptop,1203.41,9,2026-06-19 23:28:16.000000
e8ee1725-549a-471d-9a69-8beb9f7d5931,723e0ce6-f9e2-4bb9-a87c-5ded8267579e,Mouse,1898.34,3,2026-04-06 17:35:19.000000
170a4732-343e-445a-8560-88cc8fc8a542,ea9c32c5-d0da-449c-a376-d4bd8f5dec00,Tablet,886.71,8,2026-02-13 21:57:13.000000
3a039122-3193-4fa8-9f1f-d052f805bb6b,1ab19ec6-33e5-49a9-aa3f-87f70b0fcf0b,Phone,490.95,6,2026-03-11 11:34:19.000000
4db22d45-8197-4f83-93c6-37f3b718094b,1febe4c3-7bdd-4fbe-8be4-3448a9e8976a,Phone,1298.83,3,2026-05-21 10:53:35.000000
1284d7b4-7242-42d0-bbc2-e69548f2abb9,c9c95d88-617a-4e6e-8cc8-b25b059396c9,Laptop,1118.69,6,2026-01-30 14:02:55.000000
53381913-a266-445f-b9ed-d31837dcac61,f085b208-fe01-4a87-8421-ed6d05605446,Headphones,1215.41,1,2026-05-11 00:34:47.000000
efd06e5e-28b7-4186-95cc-a5f76add011d,461ddbff-0310-4459-be6b-acd317d0210e,Headphones,1446.62,2,2026-01-24 05:01:04.000000
d22d2fa6-c2bd-467b-b98b-a5c72b67d307,70d2bcaa-7de4-48d5-9b9a-bdf0c1f4b880,Mouse,1274.95,5,2026-06-01 19:21:15.000000
