order_id,customer_id,product_name,item_price,quantity,order_date
8d980c98-7a84-4600-90eb-0ce01fb60587,fceca181-a742-4f71-9779-793be7cd0f3c,Monitor,856.76,2,2026-04-23 19:24:20.000000
de6b444a-df40-4ed0-96d2-bbc148d0ec8a,76662a97-83c7-4bad-89b8-d56fcf182698,Headphones,1681.06,6,2026-01-17 08:41:41.000000
0985dcdf-7d12-4612-9b60-7b9ae7a35426,a0a54704-1501-4fed-b67c-b9d6b380c04f,Mouse,558.0,5,2026-06-17 11:16:35.000000
e1196002-ece9-477a-81b9-8cfac6184c60,6fa352ff-126f-4623-8642-dc9b0aa3a815,Headphones,349.84,2,2026-04-21 23:05:11.000000
8394a7d3-cade-46a0-9d6c-f3216f105305,c47a7b76-5d39-4d0d-b7af-9a697a32d547,Laptop,1965.59,10,2026-01-06 21:33:06.000000
06273af6-35bc-4395-b03d-10d93d2b149c,f02fb1b0-7bb1-408f-a24f-ab74942754bc,Headphones,860.68,9,2026-04-03 04:32:30.000000
38225cf8-e6c3-482b-b29d-9a18a2252d5c,1dca73c8-2435-4836-b374-bb343e7f14ad,Keyboard,885.8,10,2026-05-13 23:36:19.000000
412c86df-3b30-4ad1-9a27-dfbf4e043d13,0a183315-3269-4b89-8ef8-aaab6da0c642,Monitor,1510.08,3,2026-02-15 08:57:30.000000
bac9ec26-1772-40da-b4c7-fa10640c66b8,bbe2ee9e-c56d-4e49-894b-2cf102466768,Phone,1187.38,6,2026-02-10 15:06:13.000000
511ff7d8-5cfe-4171-ba06-5fb5416a97b2,bf0dd307-5a16-4cbb-a690-d800d777fb5d,Phone,1570.45,9,2026-01-24 19:39:28.000000
72ea6a9d-0ec5-4721-9c91-0d93f3a0a27d,7e0a33f2-ddf5-43db-9319-57d808ccae92,Keyboard,1674.19,2,2026-06-06 07:52:05.000000
082f9696-b887-4ddc-a299-e6200ea739a7,fa635ac6-42fe-4f13-9faf-37dcb7424303,Tablet,144.67,5,2026-04-16 16:01:57.000000
2f546ea5-c0d4-4397-b129-6116d97d8f23,ec648c48-646d-4fb5-b35c-6f41a8789d8a,Monitor,1059.21,1,2026-01-22 16:29:02.000000
af0fc376-e2dc-4c7f-ab68-18672bcd2fe5,90bf05a8-dea2-4b68-9faf-a104e7a4ae3b,Laptop,1183.47,4,2026-05-19 16:29:23.000000
3c7520dc-2cfe-4c61-820c-49882fae9545,3bb28648-7dc8-4326-b3dd-03c6cd89c943,Tablet,530.45,7,2026-05-09 11:41:25.000000
e300cfb2-a6c3-469d-8ed7-700638ee15fb,f44bab91-c393-4d80-9565-de05093fec9d,Tablet,1333.48,5,2026-05-01 09:00:20.000000
55c8cfc8-1783-4339-ab92-ad06be1b0a36,a8339feb-660c-4a6d-abe0-ceb4fc49d28a,Keyboard,794.25,4,2026-02-28 09:35:23.000000
1be3394f-8f13-4e54-8d06-bbb8e71fa5f0,ed787dae-5d47-4a30-826c-b1d188f51a63,Phone,940.55,9,2026-05-20 05:58:52.000000
cf8867bb-c939-46f9-ac85-8e225d5dd4ed,6291ef78-32e4-4b67-9d37-50bd62cc1416,Monitor,1982.93,8,2026-05-30 08:05:49.000000
3fb208a3-895e-4ad5-82ed-cbeaafdec6fe,5ba4847e-79ec-4de6-9c0b-0fbb8c3fbc5d,Laptop,181.32,2,2026-02-13 17:18:40.000000
562caa8a-7807-4b44-aac4-b7f7617dfcb2,c9c0ee75-445e-487f-af6d-979115812752,Camera,1392.87,2,2026-03-06 11:53:18.000000
b362fa15-cc8b-409a-8e64-4473d9d9ad17,3ff695cc-a0ce-4b33-aef8-fc64104a6cb0,Tablet,976.09,5,2026-03-05 04:01:07.000000
2b0ebdf2-e788-450e-9742-fcff290d9f1b,9dc7569b-2c2a-49c7-a783-26cab90946a0,Tablet,869.88,6,2026-03-14 05:25:37.000000
4692dce6-a327-4b36-ae4c-a2a0fcf565f1,61653fb2-c8fe-4717-bdc2-a26b44c5e5ef,Phone,1657.48,1,2026-01-02 08:05:40.000000
1c61f860-e5ff-417c-b95d-d6441d4076ad,7f549bd2-45b5-4702-bcd8-5963d0affd84,Mouse,419.29,10,2026-02-05 10:45:11.000000
d6d585cb-0931-4749-99ca-fb9916033fa8,6b9ddf5c-c447-4242-8298-940c5641583f,Mouse,1051.73,10,2026-01-16 20:38:27.000000
3702d2cc-6266-4213-b9d5-43900411acd6,5701be33-cfc1-4dcf-9314-227b453dc1e4,Keyboard,1610.55,6,2026-03-21 07:41:44.000000
91a1623b-7aba-4f58-83b9-e429dccb3606,d373c653-5f7c-4e6b-beeb-2a261f622efa,Tablet,1768.19,4,2026-01-16 05:22:59.000000
c9135b28-f415-44b4-a3e2-7756528b1d22,a543c3c1-2343-42ef-ace6-78c93abb79d4,Phone,1705.01,2,2026-04-26 21:32:21.000000
